Name,Tags
Ling Jian Zun,"Action, Fantasy, Ancient China, Chinese Animation, Cultivation, Short Episodes, Based on a Web Novel, CG Animation"
Mardock Scramble: The First Compression,"Sci Fi, Cyberpunk, Based on a Novel, Drug Use,, Explicit Sex,, Explicit Violence,, Mature Themes,, Physical Abuse,, Sexual Abuse"
The Way of the Househusband,"Comedy, Seinen, Slice of Life, Episodic, Gangs, Lifestyle Change, Married Life, Yakuza, Based on a Manga"
Shaonian Gexing 2nd Season,"Action, Adventure, Fantasy, Chinese Animation, Based on a Web Novel, CG Animation"
Super Lovers,"BL, Comedy, Drama, Romance, Shounen-ai, Slice of Life, Age Gap, Brother Complex, LGBT Themes, Lifestyle Change, Opposites Attract, Siblings, Based on a Manga"
Puparia,"Fantasy, Abstract, No Dialogue, Shorts"
RabbiTube: Creator ni Challenge!,"Comedy, Short Episodes, CG Animation"
Princess Principal,"Action, Drama, 19th Century, England, Espionage, Europe, Political, Original Work, Mature Themes,, Suicide"
Vampire Knight Guilty,"Drama, Romance, Shoujo, Amnesia, Boarding School, Monster School, School Life, Supernatural, Vampires, Based on a Manga"
Hetalia: The Beautiful World Extra Disc,"Comedy, Anthropomorphic, Chibi, Gag, Gender Bender, Historical, Political, Satire, Based on a Manga"
Fullmetal Alchemist: Premium Collection,"Action, Comedy, Fantasy, Shounen, Military, Short Episodes, Siblings, Based on a Manga"
After the Rain,"Comedy, Drama, Romance, Seinen, Age Gap, noitaminA, Work Life, Based on a Manga"
Cowboy Bebop Session XX: Mish-Mash Blues,"Action, Sci Fi, Outer Space, Recap, Original Work"
Restaurant to Another World,"Fantasy, Episodic, Food and Beverage, Iyashikei, Non-Human Protagonists, Restaurants, Reverse Isekai, Based on a Light Novel"
Jing: Shuang Cheng,"Fantasy, Chinese Animation, Based on a Novel, CG Animation"
Thunderbolt Fantasy,"Action, Adventure, Fantasy, Ancient China, Swordplay, Wuxia, Original Work, Violence"
Initial D Extra Stage 2: Tabidachi no Green,"Drama, Romance, Seinen, Sports, Cars, Racing, Based on a Manga"
"Assassination Classroom The Movie: 365 Days' Time","Action, Comedy, Shounen, Assassins, Non-Human Protagonists, Overpowered Main Characters, Recap, School Life, Based on a Manga"
Air Gear,"Action, Comedy, Drama, Ecchi, Sci Fi, Shounen, Sports, Based on a Manga, Animal Abuse,, Mature Themes,, Nudity"
Dragon Ball Z Movie 12: Fusion Reborn,"Action, Shounen, Afterlife, Hell, Martial Arts, Non-Human Protagonists, Superpowers, Based on a Manga"
Hitoribocchi no OO Seikatsu,"Comedy, Shounen, Slice of Life, Childhood Promise, Iyashikei, Mental Illness, School Life, Based on a 4-Koma Manga, Based on a Manga"
Noblesse: Pamyeol-ui Sijak,"Action, Fantasy, Historical, Korean Animation, Medieval, Non-Human Protagonists, Supernatural, Vampires, Werewolves, Based on a Webtoon, Explicit Violence"
BanG Dream! Girls Band Party! Pico: Ohmori,"Chibi, Music, Short Episodes, Showbiz"
Blend S,"Comedy, Seinen, Cafe, Coworkers, Otaku Culture, Work Life, Based on a 4-Koma Manga, Based on a Manga"
Detective Conan: Hiiro no Fuzai Shoumei,"Mystery, Shounen, Detectives, Recap"
The Wind Guardians,"Adventure, Chinese Animation, CG Animation"
Trinity Seven OVA,"Comedy, Ecchi, Fantasy, Harem, Shounen, Magic, Magic School, School Life, Based on a Manga"
Looking Up At the Half-Moon,"Drama, Romance, Illness, Melancholy, Based on a Light Novel"
Doraemon Movie 36: Nobita at the Birth of Japan (2016),"Adventure, Sci Fi, Shounen, Cats, Family Friendly, Non-Human Protagonists, Robots, Time Travel, Based on a Manga"
Shi Zhi Ge: Hua yu Yan de Kuangxiang Shi,"Fantasy, Sci Fi, Chinese Animation, CG Animation, Original Work"
InuYasha The Movie 4: Fire on the Mystic Island,"Fantasy, Shounen, Animal Characteristics, Feudal Japan, Non-Human Protagonists, Person in a Strange World, Based on a Manga"
Hungry Heart: Wild Striker,"Shounen, Sports, Soccer, Based on a Manga"
Kyo Kara Maoh! R,"Comedy, Fantasy, Harem, Shoujo, Contemporary Fantasy, Demon King, Episodic, Isekai, Medieval, Non-Human Protagonists, Person in a Strange World, Royalty"
Magic-Kyun! Renaissance,"Fantasy, Reverse Harem, Art, Art School, Idols, Magic, Magic School, School Life, Showbiz, Original Work"
Blood Lad,"Action, Comedy, Fantasy, Seinen, Demons, Ghosts, Non-Human Protagonists, Parody, Supernatural, Vampires, Based on a Manga"
Tsubasa Reservoir Chronicle,"Adventure, Fantasy, Romance, Shounen, Amnesia, Curse, Fated Lovers, Based on a Manga"
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou Part 3 - Yakusoku,"Action, Drama, Fantasy, Magical Girl, Henshin Heroes, Magic, Based on a Light Novel"
D-Frag!,"Comedy, Seinen, Gag, School Club, School Life, Video Game Industry, Based on a Manga"
How NOT to Summon a Demon Lord,"Action, Comedy, Ecchi, Fantasy, Shounen, Demon King, Demons, Isekai, Magic, Overpowered Main Characters, Person in a Strange World, RPG, Summoned Into Another World, Trapped in a Video Game, Based on a Light Novel, Sexual Content,, Violence"
One Week Friends,"Drama, Romance, Shounen, Amnesia, Coming of Age, Illness, School Life, Based on a Manga"
Fullmetal Alchemist: Reflections,"Action, Adventure, Drama, Fantasy, Shounen, Military, Recap, Siblings, Based on a Manga, Violence"
Detective Conan: Time Travel of the Silver Sky,"Shounen, Detectives"
Tsugumomo 2,"Action, Comedy, Ecchi, Harem, Seinen, Based on a Manga, Nudity,, Violence"
Feng Ling Yu Xiu,"Adventure, GL, Shoujo-ai, Ancient China, Chinese Animation"
Kaze no You ni,"Drama, Josei, Slice of Life, Countryside, Based on a Manga"
Joker 4,"Comedy, Shounen, Thieves, Based on a Manga"
Gugure! Kokkuri-san Specials,"Comedy, Shounen, Animal Characteristics, Japanese Mythology, Non-Human Protagonists, Supernatural, Based on a Manga"
Gargantia on the Verdurous Planet: Far Beyond the Voyage,"Action, Adventure, Mecha, Sci Fi, Ocean, Person in a Strange World, Post-apocalyptic, Real Robot, Robots, Ship, Original Work"
DAOKO x Kenshi Yonezu: Uchiage Hanabi,
Touch,"Comedy, Drama, Romance, Shounen, Sports, Baseball, Childhood Friends, Coming of Age, Gymnastics, Love Triangle, Neighbors, School Life, Siblings, Based on a Manga"
Antidote,"BL, Drama, Shounen-ai, Slice of Life, Chinese Animation, Gangs, Mental Illness, Psychological, Based on a Web Novel, Mature Themes,, Physical Abuse,, Violence"
"Dragon Ball Z Kai: Bring Peace to the Future! Goku's Spirit is Eternal","Action, Shounen, Aliens, Hand to Hand Combat, Martial Arts, Superpowers, Based on a Manga"
"Heaven's Lost Property","Comedy, Ecchi, Fantasy, Harem, Shounen, Angels, Chibi, Contemporary Fantasy, Panty Shots, Sudden Girlfriend Appearance, Based on a Manga"
K: Seven Stories Movie 6 - Circle Vision ~Nameless Song~,"Action, Drama, Dream World, Gangs, Supernatural, Superpowers, Original Work"
Tamayura: Sotsugyou Shashin Movie 3 - Akogare,"Slice of Life, Iyashikei, Photography, Original Work"
Date a Live II,"Action, Drama, Harem, Romance, Sci Fi, Based on a Light Novel"
Beyblade Burst Surge,"Action, Proxy Battles"
Tegami Bachi: Letter Bee,"Adventure, Fantasy, Shounen, Insects, Steampunk, Based on a Manga"
Hugtto! Pretty Cure,"Action, Fantasy, Magical Girl, Family Friendly, Henshin Heroes, Magic, Monster-of-the-week, Sentai, Superheroes, Tokusatsu"
Hitori no Shita: The Outcast 2,"Action, Chinese Animation, Martial Arts, Supernatural, Superpowers, Vampires, Based on a Manga, Violence"
Gugure! Kokkuri-san,"Comedy, Shounen, Animal Characteristics, Dark Comedy, Japanese Mythology, Non-Human Protagonists, Supernatural, Youkai, Based on a 4-Koma Manga, Based on a Manga"
Golden Kamuy Season 2 OVA,"Comedy, Seinen, Historical, Prison, Based on a Manga, Animal Abuse,, Mature Themes,, Sexual Content,, Violence"
Hetalia: Axis Powers,"Comedy, Anthropomorphic, Chibi, Gag, Historical, Non-Human Protagonists, Parody, Political, Satire, Short Episodes, Based on a Manga"
Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,"Action, Mecha, Sci Fi, Real Robot, Original Work"
Ghost Messenger,"Action, Fantasy, Sci Fi, Korean Animation"
Ajin: Demi-Human,"Horror, Seinen, Animeism, Human Experimentation, Supernatural, Based on a Manga, CG Animation, Explicit Violence,, Mature Themes,, Physical Abuse,, Suicide"
Daughter of Twenty Faces,"Action, Drama, Seinen, Thieves, Based on a Manga"
"Haven't You Heard? I'm Sakamoto","Comedy, Seinen, Delinquents, Episodic, Gag, Overpowered Main Characters, School Life, Based on a Manga"
Lu Over the Wall,"Fantasy, Slice of Life, Family Friendly, Mermaids, Music, Ocean, Original Work"
Toriko TV,"Action, Adventure, Comedy, Fantasy, Shounen, Food and Beverage, Superpowers, Based on a Manga"
Pui Pui Molcar,"Animal Protagonists, Anthropomorphic, Cars, Family Friendly, Non-Human Protagonists, Short Episodes, Stop Motion Animation"
Ze Tian Ji 3rd Season,"Action, Adventure, Fantasy, Chinese Animation, Cultivation, Based on a Web Novel"
Noblesse,"Action, Comedy, Fantasy, Contemporary Fantasy, Non-Human Protagonists, Overpowered Main Characters, School Life, Supernatural, Vampires, Based on a Webtoon, Violence"
Banner of the Stars,"Sci Fi, Military, Outer Space, Space Opera, War, Based on a Novel"
Detective Conan Magic File 6: Fantasista Flower,"Mystery, Shounen, Sports, Age Transformation, Detectives, Soccer, Based on a Manga"
Kabaneri of the Iron Fortress Part 2: Life That Burns,"Action, Fantasy, Apocalypse, Dark Fantasy, Guns, Pandemic, Recap, Steampunk, Trains, Zombies, Original Work, Explicit Violence"
Shirobako Movie,"Anime Industry, Coworkers, Otaku Culture, Voice Acting, Work Life, Original Work"
Qin Shi Mingyue: Junlin Tianxia,"Action, Ancient China, Chinese Animation, Historical, Wuxia, CG Animation"
Digimon Adventure Movie 2: Bokura no War Game,"Action, Sci Fi, Shounen, Family Friendly, Monsters"
Kaze no Stigma,"Action, Fantasy, Contemporary Fantasy, Elemental Powers, Magic, Urban Fantasy, Based on a Light Novel"
Kekkaishi,"Action, Fantasy, Shounen, Demons, Exorcists, Supernatural, Superpowers, Based on a Manga"
Mobile Suit Gundam,"Mecha, Sci Fi, Military, Outer Space, Political, Real Robot, Rivalries, War, Original Work, Nudity"
Daicon IV Opening Animation,"Mecha, Sci Fi, Opening Animation, Parody, Promotional"
Kyousougiga,"Comedy, Fantasy, Supernatural, Original Work"
Prison School,"Comedy, Ecchi, Seinen, Fetish, Newly Co-ed School, Prison, School Life, Based on a Manga, Violence"
Nanbaka: Idiots with Student Numbers!,"Action, Comedy, Island, Prison, School Life, Based on a Webtoon"
Ahiru no Sora,"Shounen, Sports, Basketball, Delinquents, School Club, Based on a Manga"
Sabikui Bisco,"Action, Adventure, Comedy, Fantasy, Mystery, Based on a Light Novel"
Dusk Maiden of Amnesia: Ghost Girl,"Comedy, Mystery, Shounen, Ghosts, School Club, School Life, Supernatural, Based on a Manga"
"If It's for My Daughter, I'd Even Defeat a Demon Lord","Fantasy, Slice of Life, Childcare, Demons, Lifestyle Change, Magic, Non-Human Protagonists, Single Parent, Based on a Light Novel, Violence"
Tales of Zestiria: The X,"Action, Adventure, Fantasy, Based on a Video Game"
Panty & Stocking with Garterbelt,"Action, Comedy, Angels, Crude, Non-Human Protagonists, Superpowers, Original Work, Sexual Content"
Honey and Clover,"Comedy, Drama, Josei, Romance, Art, Art School, College, Coming of Age, Love Triangle, noitaminA, School Life, Unrequited Love, Based on a Manga"
Nodame Cantabile OVA,"Comedy, Josei, Europe, France, Music, Based on a Manga"
Yuuki Yuuna is a Hero: The Hero Chapter,"Action, Drama, Fantasy, Magical Girl, Henshin Heroes, Melancholy, Post-apocalyptic, Original Work"
Teasing Master Takagi-san OVA,"Comedy, Romance, Shounen, Slice of Life, Based on a Manga"
Detective Conan: Black History,"Mystery, Shounen, Detectives, Recap"
Chrono Crusade,"Action, Comedy, Fantasy, Shounen, America, Demons, Exorcists, Guns, Religion, Based on a Manga"
Wandering Witch: The Journey of Elaina,"Adventure, Drama, Fantasy, Episodic, Magic, Witches, Based on a Light Novel, Explicit Violence,, Mature Themes"
Raiyantsuuri no Uta,"Drama, Historical, World War 2"
Urusei Yatsura Movie 2: Beautiful Dreamer,"Comedy, Romance, Sci Fi, Shounen, Aliens, Based on a Manga"
Hayate the Combat Butler!! OVA,"Comedy, Shounen, Slice of Life, Butlers, Master-Servant Relationship, Tsundere, Based on a Manga"
InuYasha The Movie 1: Affections Touching Across Time,"Fantasy, Romance, Shounen, Animal Characteristics, Demons, Feudal Japan, Non-Human Protagonists, Person in a Strange World, Based on a Manga"
Uta no Prince-sama: Maji Love Legend Star,"Drama, Reverse Harem, Shoujo, Music, Based on an Otome Game, Based on a Visual Novel"
One Piece Film: Gold ~Episode 0~ 711 ver.,"Action, Adventure, Fantasy, Shounen, Pirates, Superpowers, Based on a Manga"
Serial Experiments Lain,"Mystery, Sci Fi, Conspiracy, Cyberpunk, Noir, Psychological, Virtual Reality, Original Work, Drug Use,, Mature Themes,, Suicide"
Banner of the Stars: Tokubetsu Hen,"Sci Fi, Outer Space, Space Opera, War, Based on a Novel"
Slam Dunk Movie 3,"Action, Comedy, Drama, Shounen, Sports, Basketball, Delinquents, School Club, School Life, Based on a Manga"
Memories,"Sci Fi, Collections, Episodic, Original Work"
Uta no Prince Sama: Maji Love Kingdom,"Reverse Harem, Shoujo, Music, Based on an Otome Game, Based on a Visual Novel"
We Never Learn,"Comedy, Ecchi, Harem, Romance, Shounen, Romantic Comedy, School Life, Tutors, Based on a Manga"
Hakkenden: Eight Dogs of the East,"Action, Fantasy, Shoujo, Supernatural, Based on a Manga"
You Yao,"Adventure, Chinese Animation, Wuxia, Based on a Web Novel, CG Animation"
Initial D Extra Stage,"Drama, Seinen, Sports, Cars, Racing, Based on a Manga, Nudity"
Dragon Ball Super: Broly - Skytree Super,"Action, Shounen, Aliens, Hand to Hand Combat, Martial Arts, Non-Human Protagonists, Superpowers"
Fox Spirit Matchmaker Season 3,"Action, Fantasy, Romance, Chinese Animation, Non-Human Protagonists, Based on a Manga"
Ni Zai Xingguang Shenchu,"Action, Drama, Fantasy, Aliens, Chinese Animation, Superpowers, Based on a Web Novel, CG Animation, Violence"
Mardock Scramble: The Third Exhaust,"Sci Fi, Cyberpunk, Gambling, Based on a Novel, Nudity"
"Problem Children Are Coming From Another World, Aren't They? OVA","Ecchi, Fantasy, Isekai, Overpowered Main Characters, Person in a Strange World, Based on a Light Novel"
Engaged to the Unidentified,"Comedy, Fantasy, Romance, Seinen, Arranged Marriage, School Life, Based on a 4-Koma Manga, Based on a Manga"
Getter Robo Armageddon,"Mecha, Sci Fi, Combining Mecha, Super Robot"
Meiji Tokyo Renka,"Fantasy, Reverse Harem, Romance, Historical, Person in a Strange World, Time Travel, Based on an Otome Game, Based on a Visual Novel"
Kimagure Orange Road: I Want to Return to That Day,"Drama, Romance, Shounen, Love Triangle, Based on a Manga"
Baby & Me,"Drama, Shoujo, Slice of Life, Childcare, Death of a Loved One, Family Life, School Life, Siblings, Based on a Manga"
Gunbuster,"Ecchi, Mecha, Sci Fi, Outer Space, Super Robot, Original Work, Nudity"
Black Butler 2 Specials,"Shounen, 19th Century, Demons, Non-Human Protagonists, Supernatural, Based on a Manga"
Slayers Evolution-R,"Adventure, Comedy, Fantasy, Magic, Medieval, Based on a Light Novel"
Hakata Tonkotsu Ramens,"Mystery, Assassins, Criminals, Detectives, Gangs, Lifestyle Change, Noir, Revenge, Based on a Novel, Mature Themes,, Physical Abuse,, Violence"
Tsuritama,"Comedy, Sci Fi, Sports, Aliens, Coming of Age, Countryside, Fishing, Island, Iyashikei, Mental Illness, noitaminA, Ocean, Original Work"
Ajin Movie 2: Shoutotsu,"Horror, Seinen, Human Experimentation, Supernatural, Based on a Manga, CG Animation, Mature Themes,, Suicide"
Dragon Ball: Episode of Bardock,"Action, Shounen, Aliens, Hand to Hand Combat, Martial Arts, Non-Human Protagonists, Superpowers, Based on a Manga"
Shounen Onmyouji,"Romance, Demons, Historical, Japanese Mythology, Supernatural, Based on a Light Novel"
World Trigger,"Action, Sci Fi, Shounen, Monsters, Based on a Manga"
PriPara 3,"Idols, Music, Showbiz, Based on a Video Game"
"Chi's Sweet Home OVA","Comedy, Seinen, Slice of Life, Animal Protagonists, Cats, Family Friendly, Iyashikei, Non-Human Protagonists, Pets, Shorts, Based on a Manga"
Harlock: Space Pirate,"Action, Drama, Sci Fi, Seinen, Aliens, Leijiverse, Outer Space, Space Opera, Space Pirates, Based on a Manga, CG Animation"
Tanaka-kun is Always Listless Specials,"Comedy, Shoujo, Slice of Life, School Life, Based on a Manga"
Seirei Gensouki: Spirit Chronicles,"Action, Adventure, Drama, Fantasy, Romance, Isekai, Magic, Orphans, Person in a Strange World, Reincarnation, Based on a Light Novel"
Sailor Moon R: The Movie,"Magical Girl, Shoujo, Henshin Heroes, Magic, Sentai, Tokusatsu, Based on a Manga"
"One Piece Movie 7: Karakuri Castle's Mecha Giant Soldier","Action, Adventure, Shounen, Island, Pirates, Superpowers, Based on a Manga"
Shaman King,"Action, Adventure, Comedy, Shounen, Tournaments, Based on a Manga"
Jintian Kaishi Zuo Mingxing,"Comedy, Drama, Chinese Animation, Crossdressing, Idols, Music, Showbiz, Based on a Manga"
Blue Spring Ride: Unwritten,"Drama, Romance, Shoujo, School Life, Based on a Manga"
Shakugan no Shana S,"Action, Drama, Fantasy, Romance, Contemporary Fantasy, School Life, Supernatural, Urban Fantasy"
Afro Samurai: The Movie,"Action, Adventure, Revenge, Samurai, Based on a Doujinshi, Drug Use,, Explicit Violence,, Mature Themes,, Sexual Content"
ORESUKI: Are you the only one who loves me?,"Comedy, Drama, Romance, Shounen, Breaking the Fourth Wall, Love Triangle, Romantic Comedy, School Life, Based on a Light Novel"
O Maidens in Your Savage Season,"Comedy, Drama, Romance, Shounen, Coming of Age, School Club, School Life, Based on a Manga"
Cardcaptor Sakura: The Movie,"Fantasy, Magical Girl, Shoujo, Family Friendly, Henshin Heroes, Magic, Based on a Manga"
