anime_id,age_rating,age_rating_guide,average_rating,description,episode_count,episode_length,kind,poster_image,season,studio,tags,title,title_jp,total_length,year,year_end
654,R,17+ (violence & profanity),66.55,"When two malfunctioning combat androids are accidentally unleashed on a ""Terminate at All Costs"" mission against the unsuspecting granddaughter of their creator, an entire city becomes the battleground and not even the military may be able to stop them! The girl's only hope: Sybil, a freelance journalist who's out to get the scoop of her life, if she can somehow keep both herself and her subject alive long enough to file a report. But first, she has to remember to put her clothes on! Co-directed by legendary manga master Masamune Shirow (GHOST IN THE SHELL, APPLESEED) and visionary director Hiroyuki Kitakubo (JO JO's BIZZARRE ADVENTURE, GOLDENBOY,), it's a tour de force of violence and mayhem on an epic scale as two damsels in distress and two deranged battle robots face off, girl vs. mecha style, in the all-time anime classic: BLACK MAGIC M-66!
(Source: Maiden Japan)",1,48,OVA,https://media.kitsu.io/anime/poster_images/1145/original.jpg?1408443233,,AIC,"Action, Sci Fi, Shounen, Androids, Robots, Based on a Manga",Black Magic M-66,ブラックマジックＭ（マリオ）－６６,48,1987,
2205,R,Mild Nudity,62.71,Specials included on the Princess Lover! Blu-ray/DVD volumes.,6,9,special,https://media.kitsu.io/anime/poster_images/4987/original.jpg?1408454028,,GoHands,"Ecchi, Picture Drama",Princess Lover! Picture Drama,プリンセスラバー!,54,2009,2010
5267,PG,Teens 13 or older,68.59,Ozmafia!! special included with the 1st volume of the DVD/BD.,1,4,special,https://media.kitsu.io/anime/poster_images/12929/original.jpg?1485043679,,Creators in Pack,"Shoujo, Chibi, School Life, Based on an Otome Game, Based on a Visual Novel",Ozmafia!! Special,オズマフィア 13,4,2016,
655,R,Mild Nudity,61.66,"Oraku is a lucky man. He has a comfortable job teaching at a local High School. He has Satsuki, a fellow teacher whom he hopes to marry someday. He has Aya, a beautiful student who has fallen in love with him. He has Aya's father, a wealthy man who wants so much for his little girl to be happy that he has sent her to live with Oraku. Oraku is a very lucky man.
Of course Aya loves nothing more than to come on to Oraku by lounging around his apartment half naked. Unfortunately for Oraku, Aya's father happens to be wealthy because he is a major crime boss, and he will have Oraku slowly murdered if Aya doesn't remain absolutely pure.
Now Oraku must not only restrain himself, but also protect Aya from the hordes of men and woman at school who'd love to get their hands on her body. And of course, if Satsuki or any of the other teachers find out that Oraku is living with one of his students, he will be permanently dismissed from the teaching profession! Oh yes Oraku is lucky...
(Source: AniDB)",2,39,OVA,https://media.kitsu.io/anime/poster_images/1146/original.jpg?1408443235,,AIC,"Comedy, Ecchi, Seinen, School Life, Student-Teacher Relationship, Based on a Manga, Mature Themes",Very Private Lesson,教科書にないッ!,78,1998,
656,PG,Teens 13 or older,65.28,"Mythical beasts lay siege on the people of Esteria, who have raised an army to fight back. The beasts are relentless and seemingly have no end to their numbers, while the population of defenders dwindle in every skirmish. Even in the town of Minea, where the people are safely nestled behind castle walls, the constant attacks have left them hopeless. It is then that a prophecy is made, proclaiming the arrival of a brave young soul that could be the one who will bring their salvation.Ys follows Adol Christin, an adventurer driven by wanderlust towards the island of Esteria, who washes up on shore after a shipwreck. Following the guidance of the fortuneteller Sarah Tovah, he and his allies will travel the island in search of the legendary tomes known as the Books of Ys. It will be a long and perilous journey, but if fate is truly at work then Adol will certainly be the hero who returns peace to Esteria.",7,26,OVA,https://media.kitsu.io/anime/poster_images/1151/original.jpg?1408443247,,Tokyo Kids,"Action, Adventure, Fantasy, Demons, Island, Medieval, Swordplay, Based on a Video Game",Ys,Ys イース,182,1989,1991
657,PG,Teens 13 or older,69.05,"Now that Adol Christen has saved the land of Esteria from the evil priest Dark Fact, Adol and the two priestesses travel to the floating land of Ys, where evil has an even greater influence on the people and no one has hope. The future of Ys falls to Adol, heir to the powers of the priests and the only one who can show the people of Ys the truth about their world. But, as Adol's power grows, he may be the one who will save Ys—or destroy it.",4,30,OVA,https://media.kitsu.io/anime/poster_images/1152/original.jpg?1597690922,,Tokyo Kids,"Action, Adventure, Fantasy, Demons, Island, Medieval, Swordplay, Based on a Video Game",Ys II: Castle in the Heavens,Ys (イース) 天空の神殿 アドル=クリスティンの冒険,120,1992,1993
658,PG,Teens 13 or older,75.60,"1532. Esteban, age 12 is a foundling from Barcelona, with a mysterious power of ordering the Sun to appear, for which he is called ""Child of the Sun."" Upon the death of his adoptive father, Esteban learns he was rescued as a baby from a sinking ship in the ocean. The mysterious medallion that Esteban wears since ever has a trace somewhere in the New World, probably coming from the Mysterious Cities of Gold. Esteban leaves Spain to find his parents and find out who he is. On the way he meets Zia, an Inca girl who was kidnapped from her people years back and has exactly the same medallion as him. Later on, they are joined by Tao, a young Galapagos robinson, the last descendant of the Empire of Heva, an Empire said to have built the Cities of Gold. Following Coyolite, the shining star represented on their medallions, the three children travel through the unexplored New World, searching for the Cities of Gold, believing that this way is leading them to their lost parents.
(Source: ANN)",39,27,TV,https://media.kitsu.io/anime/poster_images/1154/original.jpg?1597697570,,Pierrot,"Adventure, 16th Century, Family Friendly, Historical, Original Work",The Mysterious Cities of Gold,太陽の子エステバン,1053,1982,1983
659,R,Mild Nudity,62.45,"Yohko Mono is a regular girl making her way through high school--until she learns that she is the 108th successor to a line of warriors charged with defending the earth against demons. Eventually she must fight her ultimate battle against the demon who started it all. 
(Source: ANN)",6,36,OVA,https://media.kitsu.io/anime/poster_images/1155/original.jpg?1486236585,,MADHOUSE,"Action, Comedy, Ecchi, Demons, Magic, Monster-of-the-week, Panty Shots, Swordplay, Original Work, Mature Themes,, Nudity,, Sexual Abuse,, Sexual Content,, Violence",Devil Hunter Yohko,魔物ハンター妖子,216,1990,1995
660,PG,Teens 13 or older,75.77,"Years ago, all of the ghosts in a haunted schoolhouse were banished by a certain student. Now, they're back—and they want revenge...
Satsuki and Keiichirou Miyanoshita are two siblings recovering from the tragic loss of their mother. After moving to their mother's hometown, they learn that the local school they have transferred to is an old building—one said to be haunted. Despite initially brushing it off as a silly rumor, the two soon discover that ghosts are indeed real and that they're after them! Gakkou no Kaidan is the creepy tale of the lives of these siblings and their newfound friends as they try to survive the school's ghosts—with a little help from their pet cat along the way.
[Written by MAL Rewrite]",19,24,TV,https://media.kitsu.io/anime/poster_images/1156/original.jpg?1597697543,Fall ,Pierrot,"Demons, Episodic, Japanese Mythology, Monster-of-the-week, School Life, Supernatural, Youkai, Original Work",Ghost Stories,学校の怪談,456,2000,2001
661,PG,Teens 13 or older,62.63,"The story circulates around a mysterious and dangerous island referred to simply as ""G"". A long time ago, a powerful god named Gestalt was banished to the earth and he had found refuge in the island known as G. To utter the name for which it stands is forbidden, for people were so afraid of the wrath of the god that they considered his name a curse. Father Oliver is a priest who has left his order and traveled to the island of G in order to discover the truth behind it. He ends up making the acquaintance of a young girl named Ohri, who turns out to be quite adept in magic.
Meanwhile, the head of the order has hired a dark elf named, Suzu, to track down Oliver and bring him back. Suzu finds him easily enough. However, she hadn't anticipated the powerful sorceress in his company, Ohri. The girl disposes of Suzu for the moment, and she and the Father continue on. As if things weren't rough enough, the island of G has it's share of monsters and magic-users to get in the way of their travels.
(Source: Wikipedia)",2,29,OVA,https://media.kitsu.io/anime/poster_images/1157/original.jpg?1408443266,,Tokyo Kids,"Action, Adventure, Comedy, Fantasy, Josei, Dragons, Magic, Based on a Manga",Gestalt,超獣伝説ゲシュタルト,58,1997,
662,PG,Teens 13 or older,64.84,"The story circulates around a mysterious and dangerous island referred to simply as ""G"". A long time ago, a powerful god named Gestalt was banished to the earth and he had found refuge in the island known as G. To utter the name for which it stands is forbidden, for people were so afraid of the wrath of the god that they considered his name a curse. Father Oliver is a priest who has left his order and traveled to the island of G in order to discover the truth behind it. He ends up making the acquaintance of a young girl named Ohri, who turns out to be quite adept in magic.
Meanwhile, the head of the order has hired a dark elf named, Suzu, to track down Oliver and bring him back. Suzu finds him easily enough. However, she hadn't anticipated the powerful sorceress in his company, Ohri. The girl disposes of Suzu for the moment, and she and the Father continue on. As if things weren't rough enough, the island of G has it's share of monsters and magic-users to get in the way of their travels.
(Source: Wikipedia)",2,29,OVA,https://media.kitsu.io/anime/poster_images/1157/original.jpg?1408443266,,Tokyo Kids,"Action, Adventure, Comedy, Fantasy, Josei, Dragons, Magic, Based on a Manga",Gestalt,超獣伝説ゲシュタルト,58,1997,
663,PG,Teens 13 or older,67.94,"For centuries, the magic and human worlds have been at peace with each other, though physically seperated by a magical gate. But when the powerful magic spheres are stolen and fall to the Earth below, the king of magic sends Boss, a fighter; Lime, a master transformer; and Poogie, a master morpher to retrieve them. With not much time, the trio must retrieve the spheres which, when in contact with the human world, suck up the negative emotions of household objects and become BEMs, Bug Eyed Monsters!",3,30,OVA,https://media.kitsu.io/anime/poster_images/1158/original.jpg?1597690944,,Ashi Productions,"Comedy, Ecchi, Fantasy, Based on a Visual Novel",Jewel BEM Hunter Lime,宝魔ハンターライム,90,1996,1997
